n,k,mmb_items,ummb_items
8639430,12,6,3
8639998,14,7,3
8640278,13,6,3
8640278,29,9,5
8641110,13,6,3
8641653,9,7,3
8641653,108,11,6
8641685,14,7,3
8642277,116,12,7
8642469,11,7,3
8642469,40,11,6
8642757,8,7,3
8643357,7,7,3
8643357,101,12,6
8644138,13,8,4
8644514,18,8,3
8644514,113,10,6
8644514,318,13,8
8644698,134,13,7
8644698,160,13,7
8645314,10,6,2
8645314,123,10,7
8645314,131,10,7
8646314,7,5,2
8646466,16,8,3
8646674,7,6,2
8646834,14,7,3
8647498,14,8,4
8648114,10,6,2
8648282,14,7,4
8648618,11,8,4
8648618,108,11,6
8648618,138,11,6
8648778,54,10,5
8649088,15,8,3
8650304,7,6,2
8650480,10,7,3
8650480,74,10,6
8650960,8,6,2
8651265,9,6,2
8651641,8,5,2
8653009,7,6,2
8653217,7,6,2
8653217,23,9,4
8653559,12,7,4
8653711,14,7,3
8654167,16,6,4
8654167,94,12,7
8654567,9,7,4
8654567,3150,17,11
8655391,320,13,8
8655391,336,13,8
8655391,446,13,8
8655535,17,7,5
8655535,29,7,5
8656562,14,7,3
8656882,6,5,2
8657530,4,5,2
8657642,14,8,4
8658298,7,5,2
8658322,21,9,5
8658978,14,8,3
8659538,7,6,2
8660170,10,5,2
8660322,11,8,3
8660746,9,5,2
8660906,8,5,2
8661314,13,8,3
8661314,59,11,5
8661490,8,6,2
8661690,16,8,4
8662018,12,8,3
8662858,18,8,4
8663283,10,6,3
8664603,7,6,3
8665299,8,6,3
8665331,8,6,3
8666780,12,6,3
8667460,10,6,3
8668301,15,8,4
8669133,10,6,3
8669445,4,4,2
8669445,38,12,5
8669445,264,14,9
8670061,12,6,3
8670660,12,6,3
8670708,17,6,3
8672220,12,6,3
8672532,4,3,1
8672532,85,12,6
8672532,153,13,7
8672980,8,6,3
8673324,4,3,1
8673324,27,8,4
8674148,11,6,3
8674388,13,6,3
8674876,11,6,3
8675200,6,6,2
8675584,7,6,2
8675584,11,8,3
8675584,21,10,4
8676192,10,8,3
8676192,32,9,4
8676560,8,6,2
8676736,15,8,3
8677120,12,8,3
8677120,14,8,3
8677893,5,4,2
8678269,7,7,3
8678789,7,7,3
8678789,50,12,5
8681497,16,7,4
8681881,280,13,8
8681881,331,13,8
8682041,12,8,4
8682386,15,7,3
8682386,73,10,5
8682714,11,7,4
8682714,131,12,7
8683138,10,6,2
8683138,91,13,6
8683138,147,12,8
8683282,21,9,5
8683618,10,6,2
8683618,73,9,6
8683618,89,9,6
8683818,74,11,6
8683818,90,11,6
8683818,159,12,6
8684154,12,8,4
8684154,52,10,5
8684154,101,11,6
8684469,35,9,5
8684469,43,9,5
8684469,175,12,6
8684469,223,15,8
8684469,249,15,8
8684637,34,9,5
8684941,22,8,4
8684941,39,9,4
8684941,52,11,5
8684941,116,12,6
8685261,17,8,4
8685261,93,11,7
8685261,99,11,7
8685533,11,7,3
8685829,13,7,3
8686341,8,7,3
8686757,10,7,3
8687146,13,8,4
8687322,13,7,4
8687618,15,8,3
8687618,90,14,6
8687834,6,5,2
8688018,9,6,2
8688386,8,6,2
8688386,78,14,6
8688386,160,15,7
8688650,8,5,2
8688930,17,8,3
8689479,16,7,4
8690135,4,5,2
8690135,6,5,2
8690431,3,4,1
8690431,246,15,7
8691175,9,7,4
8692649,17,8,4
8693129,6,5,2
8693377,10,8,3
8696069,12,7,3
8696101,9,7,3
8697100,13,8,4
8697740,10,5,3
8697740,114,12,6
8699127,13,7,4
8700535,8,7,4
8702577,14,7,3
8702769,17,7,3
8703089,17,7,3
8703089,53,10,6
8703833,8,5,2
8703833,10,7,4
8706360,12,7,4
8706936,7,5,2
8709852,8,6,3
8710548,8,6,3
8711113,14,8,4
8711113,24,8,4
8711505,6,6,2
8711505,50,9,5
8711505,99,12,7
8711705,178,15,7
8712353,12,8,3
8712849,18,9,5
8712849,61,10,5
8712849,63,10,5
8712849,108,11,6
8713404,6,6,3
8713404,121,10,6
8713404,152,10,6
8714372,16,7,3
8714676,21,8,5
8714676,220,13,8
8714676,247,13,8
8714676,300,13,8
8715036,8,6,3
8715036,62,10,5
8716270,7,6,3
8716462,6,5,2
8716710,8,6,3
8716710,12,6,3
8717070,8,6,3
8718131,12,6,3
8718699,16,8,4
8719403,13,8,4
8719475,16,6,3
8719947,11,5,3
8721543,12,7,4
8721839,3,4,1
8722023,16,7,4
8722688,9,8,3
8722688,15,8,3
8722912,14,8,3
8722912,166,11,7
8723464,18,7,4
8724168,12,7,4
8724400,11,7,3
8724560,10,7,3
8724920,11,7,4
8725520,2,3,1
8725544,6,5,2
8726160,4,4,1
8726160,18,8,5
8727545,12,8,4
8728057,12,8,4
8728353,10,8,3
8728833,7,6,2
8729947,14,7,4
8730051,11,6,3
8730235,4673,17,11
8730235,4963,17,11
8730475,10,5,3
8730475,58,10,6
8730827,66,10,5
8732223,17,10,4
8732223,27,10,4
8732423,13,7,4
8732695,9,6,4
8733159,17,7,4
8733479,12,7,4
8733663,5,6,2
8734223,7,6,2
8734487,5,5,2
8734487,7,5,2
8735029,18,7,3
8735381,9,7,3
8735941,19,8,3
8736253,18,9,4
8737179,16,7,4
8737475,91,10,7
8738219,12,8,4
8738619,21,8,4
8739019,22,8,4
8739308,25,8,4
8739612,149,12,6
8740516,18,7,3
8741823,22,10,4
8742119,61,10,6
8742119,208,11,7
8742431,307,13,8
8743055,14,7,3
8743383,52,9,5
8743383,56,9,5
8743383,120,12,7
8743383,264,13,8
8743727,2,4,1
8743727,74,10,6
8743727,165,11,6
8743727,309,13,9
8743727,319,13,9
8744031,48,8,6
8744031,52,8,6
8744031,294,12,7
8744191,7,6,2
8744599,15,6,4
8744599,93,11,6
8744599,129,11,6
8744983,7,5,2
8744983,62,10,5
8745503,7,6,2
8745999,7,6,2
8746912,18,9,4
8747208,16,7,4
8747560,10,7,4
8748900,13,7,3
8748964,18,7,3
8749892,11,6,3
8750324,12,6,3
8750324,32,9,5
8751618,11,8,3
8752386,11,8,3
8753250,6,5,2
8754363,10,6,3
8754683,10,6,3
8755963,11,6,3
8756195,10,6,3
8756699,177,12,7
8756699,195,12,7
8756699,203,12,7
8756699,209,12,7
8756699,211,12,7
8756699,215,12,7
8757483,8,5,3
8757643,6,5,3
8758115,12,7,3
8758115,76,9,6
8758115,165,12,7
8758491,11,6,3
8759091,13,6,3
8759091,67,11,6
8759707,17,7,4
8759795,7,6,3
8760163,15,7,3
8760824,17,7,4
8761696,8,6,2
8761696,10,8,3
8761728,12,8,3
8762304,7,6,2
8762632,7,5,2
8762936,13,7,4
8762936,97,10,6
8763217,39,9,5
8763265,16,8,3
8763809,15,8,3
8764017,12,7,3
8764409,15,8,4
8764817,11,7,3
8765465,18,7,4
8765669,9,7,3
8765669,37,9,4
8766269,10,7,3
8766269,173,11,6
8767053,8,6,3
8767237,18,8,3
8767237,84,14,6
8767533,10,6,3
8768324,7,6,3
8768356,12,6,3
8768772,12,6,3
8769244,9,6,3
8769244,303,14,8
8770068,13,6,3
8770660,10,6,3
8771148,4,3,1
8771908,11,6,3
8772436,19,6,3
8772750,255,12,8
8772758,15,6,3
8773246,19,9,4
8773510,8,6,3
8773510,12,6,3
8773646,11,6,3
8774070,9,6,3
8775102,7,7,3
8776552,13,7,4
8777904,8,6,2
8777984,10,8,3
8780115,17,6,3
8780347,11,6,3
8780347,192,13,7
8780499,6,6,3
8780731,9,6,3
8780843,11,5,3
8781219,10,6,3
8781635,7,6,3
8782139,3,3,1
8782139,96,10,6
8782731,4,5,3
8782731,141,13,8
8783723,4,5,3
8783723,99,10,6
8784693,658,15,9
8785245,5,5,2
8785909,5,4,2
8786253,1,1,0
8787290,1,2,1
8787602,20,9,5
8787602,231,13,8
8787770,5,5,2
8787770,168,12,6
8788002,3,5,2
8788146,6,5,2
8788666,3,5,2
8788922,7,5,2
8788922,56,9,5
8788922,178,11,6
8789338,3,5,2
8790277,4,4,2
8790893,1,1,0
8790893,352,13,7
8795230,3,5,2
8795646,3,5,2
8795998,6,5,2
8795998,46,8,5
8795998,89,8,5
8796302,95,11,6
8796302,272,12,8
8796633,331,14,8
8796721,1,1,0
8797793,4,5,2
8797793,222,12,7
8798977,5,5,2
8800015,792,14,10
8800359,7,5,2
8800359,32,7,4
8800479,5,6,2
8800951,6,5,2
8800951,99,10,6
8801521,7,6,2
8801737,7,5,2
8801737,197,12,7
8802049,6,6,2
8802665,336,13,7
8803625,3,5,2
8804058,6,5,2
8805586,3,5,2
8805730,2,2,1
8807737,4,5,2
8807737,250,13,7
8807737,256,13,7
8810464,4,4,1
8811668,6,6,3
8811716,6,6,3
8812308,7,6,3
8812308,47,9,5
8812308,240,13,7
8812668,7,6,3
8812900,6,6,3
8812900,101,12,7
8813308,5,6,3
8813308,50,10,5
8813655,17,6,4
8813655,37,9,5
8813655,64,9,5
8813655,135,12,7
8813655,157,12,7
8813655,242,13,7
8813655,275,13,7
8813815,20,7,4
8814535,4,5,2
8814599,5,5,2
8815771,2,3,1
8816179,328,15,8
8816571,4,6,3
8816571,94,10,6
8818926,5,5,2
8819366,3,4,2
8819598,5,5,2
8819598,17,7,4
8819814,7,6,3
8820118,5,4,2
8820513,3,5,2
8821073,6,6,2
8821553,4,5,2
8821817,2,5,2
8822185,2,5,2
8822185,20,8,4
8822185,63,11,6
8823003,6,6,3
8823075,2,3,1
8823555,5,6,3
8823771,4,6,3
8823899,6,6,3
8823899,10,6,3
8824051,108,11,6
8825507,7,6,3
8825643,5,5,3
8825643,19,8,4
8825795,4,6,3
8825907,86,11,6
8826259,5,6,3
8826259,71,10,5
8826259,166,12,8
8826843,2,3,1
8827275,344,12,8
8827411,7,6,3
8827611,1,2,0
8827611,47,9,5
8827841,2,5,2
8828281,5,5,2
8828281,68,11,6
8828281,130,12,7
8828425,61,11,5
8829897,7,5,2
8830046,146,11,7
8830118,1,3,1
8830558,4,5,2
8830686,1,3,1
8831078,3,4,2
8831222,5,4,2
8832182,4,4,2
8832814,1,3,1
8833526,5,4,2
8833774,6,5,2
8834638,6,5,2
8836320,336,12,8
8836424,1,3,1
8836712,4,4,1
8836712,79,9,6
8837941,5,4,2
8839581,336,12,8
8841122,7,6,2
8842143,5,6,2
8842159,5,6,2
8842159,9,7,3
8842159,13,7,3
8842471,4,5,2
8842727,3,4,1
8842727,100,10,6
8843135,10,8,3
8843135,26,10,4
8843471,336,13,8
8843639,5,5,2
8843847,7,5,2
8843847,99,11,7
8844183,5,5,2
8844183,49,9,5
8844369,16,7,3
8844409,26,10,5
8844865,99,11,7
8845153,36,9,6
8845153,54,9,6
8845153,284,12,7
8845153,288,12,7
8845401,3,5,2
8845721,8,5,2
8845809,7,6,2
8846673,3,5,2
8847131,1,2,0
8847395,2,3,1
8847715,4,6,3
8847715,40,9,6
8848267,6,5,3
8849442,8,6,2
8850402,5,5,2
8850506,5,5,2
8851122,8,6,2
8851539,6,6,3
8851603,7,6,3
8852667,5,6,3
8852795,4,6,3
8853827,8,6,3
8853859,3,3,1
8854206,8,7,3
8854206,14,7,3
8854662,2,3,1
8855030,3,4,2
8855030,9,6,3
8855030,277,14,8
8855030,327,14,8
8855030,362,14,8
8855230,191,12,8
8855646,4,5,2
8856038,3,4,2
8857216,2,3,1
8857408,2,3,1
8857408,32,10,4
8858240,3,4,1
8858841,3,5,2
8858977,2,5,2
8859953,1,1,0
8860689,8,6,2
8860833,1,1,0
8860833,19,9,4
8860969,80,11,6
8861472,8,6,2
8861608,3,4,1
8862304,3,4,1
8862800,3,4,1
8862832,8,6,2
8863128,1,3,1
8863464,1,3,1
8863759,5,6,2
8864423,3,4,1
8864583,3,4,1
8865899,6,5,3
8866243,1,2,0
8866571,3,3,1
8866571,82,13,6
8867211,4,5,3
8867643,8,6,3
8868035,3,3,1
8868274,2,2,1
8868274,22,8,5
8868282,3,5,2
8869290,5,5,2
8869290,194,13,8
8869290,198,13,8
8869730,3,5,2
8869858,1,2,1
8869858,63,10,6
8870274,5,5,2
8870466,4,5,2
8870908,4,3,1
8871332,3,3,1
8871756,8,5,3
8871916,1,3,1
8871916,36,8,4
8872068,1,3,1
8872244,8,6,3
8872244,65,11,6
8872852,6,6,3
8873709,5,5,2
8873749,6,7,3
8874181,1,1,0
8874469,8,7,3
8874469,14,8,3
8874613,2,4,2
8874725,94,11,6
8874885,2,4,2
8875045,6,7,3
8875459,5,6,3
8875619,3,3,1
8875987,4,6,3
8876187,5,6,3
8876339,4,6,3
8877043,5,6,3
8877771,3,3,1
8878188,3,3,1
8878492,3,3,1
8878492,50,9,5
8878876,7,6,3
8878876,60,9,5
8878876,74,10,5
8879180,5,5,3
8879180,15,8,4
8879436,4,3,1
8880004,3,3,1
8881004,2,3,1
8882324,3,3,1
8883098,2,2,1
8883210,3,5,2
8883338,8,5,2
8883658,5,5,2
8884090,1,2,1
8884146,6,5,2
8884498,3,5,2
8884778,1,2,1
8884778,31,8,4
8885492,5,6,3
8885836,1,3,1
8885980,4,3,1
8886180,7,6,3
8886180,26,8,4
8886860,3,3,1
8887260,8,6,3
8887260,62,9,5
8887776,4,4,1
8888232,5,5,2
8888512,3,4,1
8888512,245,12,8
8889152,5,6,2
8889168,7,6,2
8889624,4,4,1
8889715,13,6,3
8889715,75,10,6
8889987,40,11,5
8889987,48,11,5
8889987,174,12,8
8889987,181,12,8
8889987,198,12,8
8890419,2,3,1
8890419,85,11,6
8890419,133,12,6
8890419,175,12,6
8890419,211,14,7
8890499,31,9,4
8892124,6,6,3
8893620,1,3,1
8893620,29,8,5
8893620,105,11,6
8893620,107,11,6
8893620,125,11,6
8893620,155,11,6
8893988,3,3,1
8894476,4,3,1
8897051,1,2,0
8897059,1,2,0
8898403,3,3,1
8898403,44,9,6
8899083,1,2,0
8899083,147,15,7
8899260,80,10,6
8899668,1,3,1
8899828,4,3,1
8900284,280,13,8
8901068,6,5,3
8901068,10,5,3
8901276,4,3,1
8901276,181,13,8
8901276,186,13,8
8901276,192,13,8
8901276,200,13,8
8901276,208,13,8
8901396,6,6,3
8901854,3,5,2
8902174,2,3,1
8902822,3,4,2
8903014,4,4,2
8904550,8,6,3
8905094,1,3,1
8905462,3,4,2
8909666,7,6,2
8909866,2,2,1
8911122,4,5,2
8911350,2,3,1
8911750,5,4,2
8911750,98,12,6
8912382,5,5,2
8912654,6,5,2
8913649,6,6,2
8914153,6,5,2
8914745,1,1,0
8915129,5,5,2
8915129,101,11,6
8915129,338,14,8
8915385,4,5,2
8915385,79,11,6
8915817,2,5,2
8916470,2,3,1
8918716,5,6,3
8919500,2,3,1
8919724,5,5,3
8920830,8,7,3
8920934,4,4,2
8920934,65,9,6
8921150,6,5,2
8921150,55,10,5
8921262,1,3,1
8921598,1,3,1
8921950,1,3,1
8922494,8,7,3
8922814,5,5,2
8922926,2,3,1
8922926,16,7,4
8923118,2,3,1
8923378,4,5,2
8923378,54,11,6
8923378,120,12,7
8924082,4,5,2
8924586,4,5,2
8924906,5,5,2
8925050,6,5,2
8925242,2,2,1
8925394,5,5,2
8925575,8,7,4
8926647,8,7,4
8926903,8,7,4
8927423,8,8,3
8927735,8,7,4
8927735,44,9,5
8927997,1,1,0
8927997,33,11,5
8928205,1,1,0
8928333,3,5,2
8928445,6,7,3
8929381,8,7,3
8929381,16,8,3
8929429,8,7,3
8929877,7,7,3
8930165,1,1,0
8930296,5,5,2
8930592,1,3,1
8930592,97,10,6
8930752,4,4,1
8930752,6,6,2
8930752,14,8,3
8930752,28,10,4
8930896,8,6,2
8930896,38,8,5
8931136,3,4,1
8931384,4,4,1
8931384,37,8,5
8931616,3,4,1
8931752,4,4,1
8932280,3,4,1
8932624,3,4,1
8932624,51,9,5
8932624,104,11,6
8933075,6,6,3
8933075,80,9,5
8933075,141,11,7
8933075,157,11,7
8933075,217,14,8
8933443,1,2,0
8933443,44,10,5
8933443,58,10,5
8933795,1,2,0
8934227,3,3,1
8934427,8,6,3
8937888,5,6,2
8938632,4,4,1
8938776,8,5,2
8938776,49,9,5
8938776,67,10,5
8938984,7,5,2
8939608,4,4,1
8939966,6,5,2
8939966,8,7,3
8946316,572,13,8
8946316,611,13,8
8946316,629,13,8
8946316,733,16,10
8946316,781,16,10
8946316,861,16,10
8946516,3,3,1
8946516,9,6,3
8946516,100,12,7
8946516,152,12,7
8946716,6,6,3
8946716,23,7,4
8946716,70,10,5
8946716,86,10,5
8946884,6,6,3
8946884,8,6,3
8946884,65,10,5
8947406,35,8,4
8947406,179,10,7
8947654,2,3,1
8947654,135,11,7
8947654,255,13,8
8948078,8,6,3
8948078,82,9,6
8948078,354,12,7
8948494,4,5,2
8948494,6,5,2
8948494,84,12,6
8948494,334,12,9
8948614,1,3,1
8948614,18,7,3
8948614,63,11,5
8949014,8,6,3
8949014,56,10,5
8949294,1,3,1
8949294,188,13,7
8949294,190,13,7
8949294,206,13,7
8949722,7,5,2
8949802,2,2,1
8949802,67,11,6
8950258,8,6,2
8950458,2,2,1
8950458,127,11,6
8950458,163,11,6
8950634,7,5,2
8950890,6,5,2
8950890,43,10,6
8950890,69,10,6
8950890,147,13,7
8951082,8,5,2
8951226,6,5,2
8951330,8,6,2
8951506,7,6,2
8951506,13,7,3
8951506,33,9,5
8951506,78,9,5
8951506,82,9,5
8951666,8,6,2
8951666,45,9,5
8951945,1,1,0
8951945,48,11,5
8951945,115,12,6
8951945,123,12,6
8952113,8,6,2
8952433,3,5,2
8952433,83,10,6
8952433,119,12,7
8952801,7,6,2
8952801,51,10,6
8952801,55,10,6
8952801,57,10,6
8952801,128,12,7
8952801,136,12,7
8952801,214,12,7
8953089,2,5,2
8953089,20,10,4
8953089,46,12,5
8953089,141,15,7
8953361,14,7,3
8953361,26,9,5
8953361,68,10,5
8953361,116,12,6
8953689,7,5,2
8953689,88,10,5
8953689,152,13,7
8954332,8,6,3
8954876,2,3,1
8955268,3,3,1
8955820,5,5,3
8955884,4,3,1
8956713,1,1,0
8957081,7,5,2
8957081,9,5,2
8957953,5,5,2
8958001,4,5,2
8958313,7,5,2
8958553,4,5,2
8958785,6,6,2
8959022,2,3,1
8959590,6,4,2
8959798,7,6,3
8959798,84,11,6
8959798,86,11,6
8959798,90,11,6
8959798,104,11,6
8960094,1,3,1
8960366,3,5,2
8960606,1,3,1
8960918,2,3,1
8960918,6,4,2
8961022,3,5,2
8961428,2,3,1
8961428,20,6,3
8961428,28,9,5
8961444,4,3,1
8962100,7,6,3
8962132,1,3,1
8963700,1,3,1
8964351,6,6,2
8964487,2,4,1
8965423,5,6,2
8965655,1,2,0
8965655,81,10,5
8965655,85,10,5
8966007,5,5,2
8966007,41,9,5
8966307,4,6,3
8966307,62,10,6
8968331,6,5,3
8968451,2,3,1
8968687,3,4,1
8968887,4,5,2
8969199,3,4,1
8969519,7,6,2
8969911,8,7,4
8969911,55,8,5
8970103,8,7,4
8970103,22,7,4
8970215,7,5,2
8970415,2,4,1
8970415,85,10,6
8970551,1,2,0
8971408,1,3,1
8972312,8,5,2
8973192,5,5,2
8973450,7,5,2
8974578,3,5,2
8975322,2,2,1
8975370,6,5,2
8975666,3,5,2
8975805,5,5,2
8976669,2,5,2
8977261,2,5,2
8977413,2,4,2
8977413,32,10,4
8978801,6,6,2
8979297,2,5,2
8979513,4,5,2
8980161,7,6,2
8980377,1,1,0
8980377,203,14,8
8981360,2,3,1
8981528,5,5,2
8981528,96,12,6
8981528,154,14,7
8981528,166,14,7
8981776,1,3,1
8983576,4,4,1
8984496,3,4,1
8984712,4,4,1
8985395,6,6,3
8985795,3,3,1
8985795,38,10,5
8986027,1,2,0
8986363,5,6,3
8986659,1,2,0
8987075,7,6,3
8987075,100,11,7
8987075,176,11,7
8987075,264,12,8
8987075,266,12,8
8987267,2,3,1
8987267,16,7,3
8987395,3,3,1
8987571,5,6,3
8987800,3,4,1
8987800,5,5,2
8988240,141,11,7
8988248,1,3,1
8988248,11,6,4
8988248,69,9,5
8988360,8,5,2
8988728,3,4,1
8988728,29,8,5
8988728,63,10,6
8988728,73,10,6
8988728,97,10,6
8988936,5,5,2
8988936,62,10,5
8989216,6,6,2
8989216,100,10,6
8989216,104,10,6
8989216,108,10,6
8989432,6,5,2
8989856,7,6,2
8990599,4,5,2
8990727,1,2,0
8990727,117,12,6
8990959,8,7,3
8990959,74,10,6
8990959,126,11,7
8991895,2,4,1
8992103,8,7,4
8992103,178,12,7
8992223,7,6,2
8992425,5,5,2
8992425,7,5,2
8992425,21,8,4
8992425,85,11,6
8992545,2,5,2
8994785,4,5,2
8994945,1,1,0
8994945,82,13,6
8994945,113,13,6
8995425,4,5,2
8995441,4,5,2
8995489,5,5,2
8996297,4,5,2
8996337,6,6,2
8997776,2,3,1
8998120,7,5,2
8998120,270,13,8
8998120,272,13,8
8998120,308,13,8
8998424,1,3,1
8998424,51,9,5
8998952,8,5,2
8999064,4,4,1
9000015,1,2,0
9000255,2,4,1
9000959,5,6,2
9001319,6,5,2
9001319,8,7,4
9001319,78,9,6
9001319,150,12,7
9001319,158,12,7
9001503,4,6,2
9002196,6,6,3
9002196,10,6,3
9002316,5,5,3
9002316,15,8,4
9002588,8,6,3
9002796,3,3,1
9003972,1,3,1
9004132,6,6,3
9004252,1,3,1
9004252,9,6,3
9005306,1,2,1
9005594,6,5,2
9005946,8,5,2
9008234,6,5,2
9008618,1,2,1
9009066,8,5,2
9009066,10,5,2
9009496,5,5,2
9010080,6,6,2
9010576,6,6,2
9011809,8,6,2
9011921,6,6,2
9012609,2,5,2
9012889,8,5,2
9013065,5,5,2
9013065,37,9,4
9013225,6,5,2
9013625,2,5,2
9013625,22,8,4
9014097,4,5,2
9014233,7,5,2
9014369,3,5,2
9014369,34,9,6
9015417,1,1,0
9015737,6,5,2
9015737,48,9,5
9015737,88,11,6
9015737,162,11,6
9015737,164,11,6
9016193,5,5,2
9016810,8,5,2
9017114,3,5,2
9017114,244,14,7
9017114,283,15,9
9018682,4,5,2
9018715,11,6,3
9018987,21,8,4
9018987,31,8,4
9018987,46,10,6
9018987,137,13,7
9018987,260,14,7
9019627,1,2,0
9019787,3,3,1
9020115,5,6,3
9020779,7,5,3
9021011,8,6,3
9021011,28,9,5
9021011,36,9,5
9021720,4,4,1
9022000,3,4,1
9022000,83,10,6
9022000,115,11,6
9022000,209,13,7
9022000,221,13,7
9022128,5,6,2
9022336,1,3,1
9023928,3,4,1
9024544,4,4,1
9024760,8,5,2
9024760,72,11,6
9025200,2,3,1
9025200,85,10,6
9025672,3,4,1
9026332,3,3,1
9026412,3,3,1
9026780,6,6,3
9026780,14,7,4
9027196,14,8,4
9027196,96,11,6
9027196,100,11,6
9027220,2,3,1
9027220,30,9,5
9027220,32,9,5
9027956,3,3,1
9028273,20,8,5
9029753,3,5,2
9030089,6,5,2
9030089,20,8,4
9030089,36,9,4
9030249,8,5,2
9030529,6,6,2
9030711,5,5,2
9031055,7,6,2
9031055,30,8,5
9031271,4,5,2
9031895,1,2,0
9031911,7,5,2
9032039,6,5,2
9032335,8,7,3
9032335,54,9,5
9033071,3,4,1
9033095,3,4,1
9033095,5,5,2
9033279,3,4,1
9033279,179,10,7
9033471,6,6,2
9033719,8,7,4
9034175,2,4,1
9034423,5,5,2
9034767,7,6,2
9034927,5,6,2
9034927,7,6,2
9035063,5,5,2
9035167,2,4,1
9035637,3,4,2
9035845,4,4,2
9036045,5,5,2
9036445,7,7,3
9036445,92,10,5
9036445,279,13,8
9036741,8,7,3
9037277,4,5,2
9037293,6,6,3
9040748,8,5,3
9040948,5,6,3
9042662,8,6,3
9043014,8,6,3
9043014,94,11,7
9043262,8,7,3
9045211,4,6,3
9046027,2,3,1
9047283,6,6,3
9047463,7,5,2
9047887,2,4,1
9047983,7,6,2
9048807,8,7,4
9049687,5,5,2
9049772,20,8,4
9049964,5,5,3
9051244,1,3,1
9052765,7,7,3
9053317,4,4,2
9053421,1,1,0
9053621,5,4,2
9053813,1,1,0
9053981,1,1,0
9053981,42,9,5
9054501,7,7,3
9054533,1,1,0
9055136,8,6,2
9055184,1,3,1
9056008,6,5,2
9056464,41,8,5
9056464,97,10,7
9056464,131,10,7
9056464,232,13,8
9056464,236,13,8
9056464,286,13,8
9056800,6,6,2
9056956,26,8,4
9056964,3,3,1
9057292,1,3,1
9057476,8,6,3
9057596,1,3,1
9057916,5,6,3
9058260,1,3,1
9058260,87,12,7
9058740,3,3,1
9058884,1,3,1
9059268,6,6,3
9059651,7,6,3
9059651,17,7,3
9060179,6,6,3
9060587,7,5,3
9061139,7,6,3
9061467,5,6,3
9061818,7,5,2
9062402,3,5,2
9063546,3,5,2
9064154,3,5,2
9064698,5,5,2
9065098,7,5,2
9065402,3,5,2
9065402,67,11,6
9066050,5,5,2
9066498,6,5,2
9066570,6,5,2
9066834,2,2,1
9066962,5,5,2
9067338,8,5,2
9067474,5,5,2
9067730,6,5,2
9067730,26,9,5
9067866,5,5,2
9068114,6,5,2
9068322,1,2,1
9068698,8,5,2
9068858,3,5,2
9069641,3,5,2
9069873,8,6,2
9069873,36,8,5
9069873,113,11,6
9070065,2,5,2
9070729,6,5,2
9070913,7,6,2
9071273,8,5,2
9071675,3,3,1
9071675,101,10,6
9072099,3,3,1
9072099,83,10,6
9072347,4,6,3
9072867,2,3,1
9073163,7,5,3
9073163,41,9,4
9073163,69,11,5
9073339,2,3,1
9073753,1,1,0
9074033,4,5,2
9074033,48,9,5
9074033,126,12,7
9074033,225,12,7
9074201,8,5,2
9074201,51,10,5
9074913,7,6,2
9075049,5,5,2
9075049,57,10,6
9075313,8,6,2
9075561,8,5,2
9076463,7,6,2
9076575,1,2,0
9076575,67,8,6
9076575,75,8,6
9076975,4,6,2
9077103,3,4,1
9077343,2,4,1
9077759,8,8,3
9077951,2,4,1
9078263,5,5,2
9078472,8,5,2
9078688,8,6,2
9080024,5,5,2
9080104,1,3,1
9080560,5,6,2
9080961,7,6,2
9080961,93,13,6
9081089,7,6,2
9081825,1,1,0
9082569,7,5,2
9082841,3,5,2
9082841,47,10,5
9082841,73,10,5
9082841,162,13,7
9083097,8,5,2
9083408,3,4,1
9084248,4,4,1
9084376,7,5,2
9084856,8,5,2
9085280,5,6,2
9085424,4,4,1
9085424,118,12,7
9085820,7,6,3
9086012,1,3,1
9086012,84,10,6
9087116,5,5,3
9087516,8,6,3
9087516,76,10,5
9087516,330,15,8
9087564,2,3,1
9088030,5,5,2
9088158,2,3,1
9088614,8,6,3
9088614,99,9,6
9088622,5,5,2
9089870,3,5,2
9090158,1,3,1
9090158,72,9,6
9090286,6,5,2
9090577,3,5,2
9091081,4,5,2
9091129,4,5,2
9091129,16,8,4
9091425,4,5,2
9091545,2,5,2
9092129,2,5,2
9092217,8,5,2
9093232,2,3,1
9093768,6,5,2
9094048,3,4,1
9094240,1,3,1
9094600,8,5,2
9095168,3,4,1
9095281,6,6,2
9096977,4,5,2
9097313,7,6,2
9098890,5,5,2
9099546,6,5,2
9099562,8,5,2
9100126,2,3,1
9100486,1,3,1
9100486,29,9,4
9100718,3,5,2
9102086,7,6,3
9102415,2,4,1
9103287,4,5,2
9103375,6,6,2
9103807,5,6,2
9103815,8,7,4
9103903,7,6,2
9104663,2,4,1
9105035,8,5,3
9105731,6,6,3
9106139,1,2,0
9106531,2,3,1
9107249,8,6,2
9107369,6,5,2
9108833,3,5,2
9110739,8,6,3
9111943,8,7,4
9112183,3,4,1
9112183,9,7,4
9112183,15,7,4
9112183,57,10,6
9113231,2,4,1
9113519,1,2,0
9113679,2,4,1
9113863,3,4,1
9114361,4,5,2
9114889,4,5,2
9116105,3,5,2
9116537,3,5,2
9116919,7,5,2
9117287,1,2,0
9117711,4,6,2
9117727,2,4,1
9118271,8,8,3
9118623,7,6,2
9118623,52,9,6
9118855,5,5,2
9119055,2,4,1
9119265,8,6,2
9121257,3,5,2
